TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAL,LAL @ POR,02/06/2010,W,240,99,41,84,48.8,8,19,42.1,9,15,60,12,35,47,24,8,2,10,16,17
LAL,LAL vs. DEN,02/05/2010,L,240,113,44,98,44.9,8,26,30.8,17,20,85,18,30,48,17,10,2,12,21,-13
LAL,LAL vs. CHA,02/03/2010,W,240,99,39,84,46.4,6,17,35.3,15,20,75,16,22,38,24,9,4,7,23,2
LAL,LAL @ MEM,02/01/2010,L,240,93,34,73,46.6,8,20,40,17,27,63,5,34,39,17,7,0,15,24,-2
LAL,LAL @ BOS,01/31/2010,W,240,90,35,73,47.9,4,14,28.6,16,22,72.7,8,28,36,17,8,6,16,19,1
LAL,LAL @ PHI,01/29/2010,W,240,99,37,81,45.7,3,15,20,22,27,81.5,9,27,36,18,13,8,10,17,8
LAL,LAL @ IND,01/27/2010,W,240,118,44,97,45.4,5,22,22.7,25,30,83.3,20,42,62,19,8,2,10,14,22
LAL,LAL @ WAS,01/26/2010,W,240,115,44,75,58.7,9,22,40.9,18,22,81.8,4,29,33,23,6,5,9,13,12
LAL,LAL @ TOR,01/24/2010,L,240,105,45,98,45.9,6,19,31.6,9,9,100,16,35,51,19,4,6,13,18,-1
LAL,LAL @ NYK,01/22/2010,W,240,115,39,78,50,12,23,52.2,25,31,80.6,8,32,40,23,2,7,9,18,10
LAL,LAL @ CLE,01/21/2010,L,240,87,32,83,38.6,8,23,34.8,15,24,62.5,15,28,43,18,6,3,8,21,-6
LAL,LAL vs. ORL,01/18/2010,W,240,98,38,89,42.7,6,18,33.3,16,22,72.7,10,34,44,18,8,2,7,16,6
LAL,LAL vs. LAC,01/15/2010,W,240,126,41,82,50,10,22,45.5,34,41,82.9,7,33,40,28,7,7,7,18,40
LAL,LAL @ DAL,01/13/2010,W,240,100,39,80,48.8,3,14,21.4,19,22,86.4,11,38,49,16,2,1,11,14,5
LAL,LAL @ SAS,01/12/2010,L,240,85,34,78,43.6,2,7,28.6,15,16,93.8,9,28,37,13,7,4,14,13,-20
LAL,LAL vs. MIL,01/10/2010,W,240,95,32,80,40,6,14,42.9,25,30,83.3,9,52,61,21,5,7,13,20,18
LAL,LAL @ POR,01/08/2010,L,240,98,41,95,43.2,11,28,39.3,5,10,50,17,21,38,17,5,3,8,24,-9
LAL,LAL @ LAC,01/06/2010,L,240,91,33,86,38.4,7,22,31.8,18,23,78.3,12,32,44,17,9,3,12,18,-11
LAL,LAL vs. HOU,01/05/2010,W,240,88,36,79,45.6,2,10,20,14,18,77.8,13,37,50,20,6,5,20,25,9
LAL,LAL vs. DAL,01/03/2010,W,240,131,52,82,63.4,14,24,58.3,13,16,81.3,6,38,44,33,6,6,12,21,35
LAL,LAL vs. SAC,01/01/2010,W,240,109,39,86,45.3,8,20,40,23,29,79.3,15,28,43,20,3,6,12,15,1
LAL,LAL vs. GSW,12/29/2009,W,240,124,42,87,48.3,8,22,36.4,32,36,88.9,12,30,42,27,7,6,13,19,6
LAL,LAL @ PHX,12/28/2009,L,240,103,40,92,43.5,6,17,35.3,17,22,77.3,13,30,43,13,8,4,11,25,-15
LAL,LAL @ SAC,12/26/2009,W,290,112,43,98,43.9,8,19,42.1,18,25,72,15,40,55,20,10,11,18,23,9
LAL,LAL vs. CLE,12/25/2009,L,240,87,31,85,36.5,5,18,27.8,20,27,74.1,14,29,43,16,6,3,14,21,-15
LAL,LAL vs. OKC,12/22/2009,W,240,111,36,81,44.4,7,18,38.9,32,39,82.1,14,33,47,20,6,11,17,20,3
LAL,LAL @ DET,12/20/2009,W,240,93,34,83,41,5,18,27.8,20,27,74.1,11,32,43,22,15,6,14,19,12
LAL,LAL @ NJN,12/19/2009,W,240,103,43,87,49.4,7,22,31.8,10,13,76.9,11,39,50,29,5,2,12,23,19
LAL,LAL @ MIL,12/16/2009,W,265,107,37,78,47.4,4,16,25,29,33,87.9,6,41,47,18,5,7,17,22,1
LAL,LAL @ CHI,12/15/2009,W,240,96,36,79,45.6,4,20,20,20,25,80,6,31,37,22,9,5,14,15,9
LAL,LAL @ UTA,12/12/2009,L,240,94,37,80,46.3,3,21,14.3,17,24,70.8,13,29,42,16,9,3,17,24,-8
LAL,LAL vs. MIN,12/11/2009,W,240,104,43,95,45.3,8,25,32,10,13,76.9,16,34,50,28,9,6,14,18,12
LAL,LAL vs. UTA,12/09/2009,W,240,101,36,78,46.2,5,16,31.3,24,31,77.4,10,35,45,22,7,6,9,17,24
LAL,LAL vs. PHX,12/06/2009,W,240,108,38,81,46.9,10,21,47.6,22,26,84.6,12,30,42,20,8,3,12,15,20
LAL,LAL vs. MIA,12/04/2009,W,240,108,40,93,43,5,17,29.4,23,28,82.1,18,25,43,19,7,5,8,26,1
LAL,LAL vs. NOH,12/01/2009,W,240,110,38,73,52.1,6,22,27.3,28,33,84.8,2,32,34,26,11,4,17,14,11
LAL,LAL vs. NJN,11/29/2009,W,240,106,40,80,50,13,25,52,13,21,61.9,10,33,43,27,7,8,17,22,19
LAL,LAL @ GSW,11/28/2009,W,240,130,51,94,54.3,11,22,50,17,24,70.8,7,42,49,30,8,7,8,18,33
LAL,LAL vs. NYK,11/24/2009,W,240,100,40,86,46.5,5,21,23.8,15,18,83.3,15,45,60,25,6,3,25,12,10
LAL,LAL vs. OKC,11/22/2009,W,240,101,40,99,40.4,2,14,14.3,19,21,90.5,17,32,49,24,7,4,9,16,16
LAL,LAL vs. CHI,11/19/2009,W,240,108,42,92,45.7,6,19,31.6,18,22,81.8,14,37,51,20,8,4,12,17,15
LAL,LAL vs. DET,11/17/2009,W,240,106,42,89,47.2,4,20,20,18,22,81.8,14,30,44,27,6,3,12,22,13
LAL,LAL vs. HOU,11/15/2009,L,240,91,32,84,38.1,7,23,30.4,20,27,74.1,6,32,38,23,10,10,13,17,-10
LAL,LAL @ DEN,11/13/2009,L,240,79,31,89,34.8,7,25,28,10,16,62.5,16,33,49,19,5,5,18,25,-26
LAL,LAL vs. PHX,11/12/2009,W,240,121,53,92,57.6,8,16,50,7,18,38.9,8,42,50,36,5,7,15,23,19
LAL,LAL vs. NOH,11/08/2009,W,240,104,38,81,46.9,12,27,44.4,16,18,88.9,8,37,45,27,5,7,12,22,16
LAL,LAL vs. MEM,11/06/2009,W,240,114,48,95,50.5,9,17,52.9,9,11,81.8,18,31,49,35,5,6,8,23,16
LAL,LAL @ HOU,11/04/2009,W,265,103,39,93,41.9,5,15,33.3,20,28,71.4,17,31,48,16,11,4,9,20,1
LAL,LAL @ OKC,11/03/2009,W,265,101,38,73,52.1,5,11,45.5,20,28,71.4,7,29,36,19,16,2,26,27,3
LAL,LAL vs. ATL,11/01/2009,W,240,118,46,87,52.9,5,15,33.3,21,25,84,11,31,42,26,14,6,16,20,8
LAL,LAL vs. DAL,10/30/2009,L,240,80,32,81,39.5,7,23,30.4,9,14,64.3,13,27,40,19,7,1,19,29,-14
LAL,LAL vs. LAC,10/27/2009,W,240,99,35,85,41.2,4,17,23.5,25,37,67.6,17,30,47,17,13,4,16,15,7
